Student_ID,MST_Score,Quiz_Score,Attendance_Percent,Assignment_Score,Performance_Score,Performance_Category
STU0903,87.1,96.7,77.9,85.0,86.76,High Performer
STU0904,60.2,54.5,55.4,59.1,57.88,Average Performer
STU0905,58.1,47.8,78.4,62.9,61.06,Average Performer
STU0906,63.7,27.8,23.9,35.7,42.96,Needs Improvement
STU0907,68.0,60.4,96.3,64.3,71.4,Average Performer
STU0908,41.6,62.1,88.5,59.1,58.58,Average Performer
STU0909,41.9,66.1,67.8,44.5,52.44,Average Performer
STU0910,54.5,52.3,94.7,52.0,61.6,Average Performer
STU0911,91.4,82.1,86.9,73.4,85.04,High Performer
STU0912,59.6,26.7,74.4,53.8,54.82,Average Performer
STU0913,83.1,80.0,54.2,82.8,76.64,High Performer
STU0914,35.6,42.5,67.4,42.3,44.68,Needs Improvement
STU0915,79.4,37.5,,67.1,69.3,Average Performer
STU0916,72.2,63.1,91.7,71.1,74.06,Average Performer
STU0917,92.1,62.5,76.5,82.5,81.14,High Performer
STU0918,23.5,38.7,26.1,46.0,31.56,Needs Improvement
STU0919,67.4,65.3,97.0,84.8,76.38,High Performer
STU0920,57.8,46.9,31.9,53.5,49.58,Needs Improvement
STU0921,73.6,63.3,69.5,63.9,68.78,Average Performer
STU0922,29.6,47.7,,31.4,41.58,Needs Improvement
STU0923,70.8,67.8,96.6,72.9,75.78,High Performer
STU0924,68.0,67.1,89.1,64.9,71.42,Average Performer
STU0925,67.9,71.3,70.7,79.1,71.38,Average Performer
STU0926,41.8,42.2,23.7,62.9,42.48,Needs Improvement
STU0927,31.4,36.6,92.3,29.2,44.18,Needs Improvement
STU0928,70.9,83.7,90.7,59.5,75.14,High Performer
STU0929,72.4,79.2,82.1,63.8,73.98,Average Performer
STU0930,94.9,76.7,63.7,97.3,85.5,High Performer
STU0931,91.8,85.5,79.5,82.4,86.2,High Performer
STU0932,85.1,93.3,61.8,86.0,82.26,High Performer
STU0933,68.5,72.7,86.1,89.8,77.12,High Performer
STU0934,85.0,60.8,29.5,69.9,66.04,Average Performer
STU0935,61.9,61.8,51.1,66.7,60.68,Average Performer
STU0936,57.7,53.1,73.9,47.7,58.02,Average Performer
STU0937,82.0,60.4,60.7,61.7,69.36,Average Performer
STU0938,49.6,64.6,37.0,45.6,49.28,Needs Improvement
STU0939,36.4,38.3,68.3,41.0,44.08,Needs Improvement
STU0940,60.0,56.1,63.4,,58.12,Average Performer
STU0941,63.9,52.7,59.3,65.9,61.14,Average Performer
STU0942,72.1,72.3,76.4,89.6,76.5,High Performer
STU0943,45.7,62.3,87.9,47.5,57.82,Average Performer
STU0944,81.6,60.7,76.7,75.8,75.28,High Performer
STU0945,93.9,100.0,77.3,100.0,93.02,High Performer
STU0946,92.2,59.8,93.4,93.8,86.28,High Performer
STU0947,69.4,48.1,96.8,69.5,70.64,Average Performer
STU0948,70.8,63.9,58.7,68.8,66.6,Average Performer
STU0949,50.0,67.3,74.6,54.4,59.26,Average Performer
STU0950,62.1,71.2,69.0,62.0,65.28,Average Performer
STU0951,80.4,72.4,79.3,63.7,75.24,High Performer
STU0952,69.8,72.0,66.8,89.8,73.64,Average Performer
STU0953,77.8,76.2,67.7,79.5,75.8,High Performer
STU0954,81.3,58.8,76.5,84.0,76.38,High Performer
STU0955,27.7,54.5,66.4,60.6,47.38,Needs Improvement
STU0956,62.2,71.7,74.7,59.2,66.0,Average Performer
STU0957,33.3,47.7,82.9,29.7,45.38,Needs Improvement
STU0958,56.1,42.2,76.5,59.6,58.1,Average Performer
STU0959,59.9,62.1,90.5,67.6,68.0,Average Performer
STU0960,57.5,68.7,31.4,57.5,54.52,Average Performer
STU0961,70.2,78.4,97.4,80.6,79.36,High Performer
STU0962,72.0,75.7,63.5,63.5,69.34,Average Performer
STU0963,88.8,68.2,94.7,73.0,82.7,High Performer
STU0964,100.0,100.0,82.3,92.5,94.96,High Performer
STU0965,89.5,71.2,47.5,84.6,76.46,High Performer
STU0966,79.1,62.8,36.7,49.8,61.5,Average Performer
STU0967,60.5,46.0,82.8,42.4,58.44,Average Performer
STU0968,63.0,74.9,72.3,75.9,69.82,Average Performer
STU0969,61.0,62.5,93.1,66.9,68.9,Average Performer
STU0970,25.9,18.0,77.9,44.1,38.36,Needs Improvement
STU0971,77.6,69.0,89.8,84.3,79.66,High Performer
STU0972,81.0,84.0,58.5,78.8,76.66,High Performer
STU0973,73.2,63.8,79.4,66.8,71.28,Average Performer
STU0974,53.1,34.4,67.5,46.7,50.96,Average Performer
STU0975,72.2,62.3,74.3,53.8,66.96,Average Performer
STU0976,47.8,21.0,81.3,59.7,51.52,Average Performer
STU0977,75.4,69.5,77.7,70.4,73.68,Average Performer
STU0978,60.1,55.9,67.9,67.5,62.3,Average Performer
STU0979,100.0,59.5,98.2,78.5,87.24,High Performer
STU0980,47.3,27.7,87.6,62.1,54.4,Average Performer
STU0981,25.6,45.6,84.3,26.1,41.44,Needs Improvement
STU0982,81.8,89.6,79.2,68.5,80.18,High Performer
STU0983,77.3,77.2,94.7,89.1,83.12,High Performer
STU0984,56.4,52.0,82.8,51.6,59.84,Average Performer
STU0985,49.1,37.9,67.0,41.9,49.0,Needs Improvement
STU0986,76.7,70.7,91.4,93.6,81.82,High Performer
STU0987,68.8,56.7,92.0,35.8,64.42,Average Performer
STU0988,94.4,74.3,92.1,84.2,87.88,High Performer
STU0989,93.4,97.3,93.0,88.6,93.14,High Performer
STU0990,56.1,49.0,94.0,45.2,60.08,Average Performer
STU0991,66.4,45.6,71.1,68.5,63.6,Average Performer
STU0992,91.9,76.8,64.4,83.1,81.62,High Performer
STU0993,73.6,81.7,66.7,88.3,76.78,High Performer
STU0994,52.1,70.5,90.5,66.9,66.42,Average Performer
STU0995,35.5,49.7,79.3,61.3,52.26,Average Performer
STU0996,71.3,45.3,83.1,61.4,66.48,Average Performer
STU0997,57.3,57.5,85.0,53.8,62.18,Average Performer
STU0998,56.2,52.7,67.1,59.5,58.34,Average Performer
STU0999,68.6,57.0,20.1,84.7,59.8,Average Performer
STU1000,82.1,68.2,69.1,92.5,78.8,High Performer
